fare,age,family,survived
153.75,67.0,3.0,0
100.24,41.0,6.0,1
63.87,50.0,9.0,0
28.27,72.0,1.0,1
82.16,79.0,1.0,0
28.68,45.0,8.0,0
48.34,,5.0,0
246.9,19.0,6.0,0
113.81,17.0,,1
135.31,65.0,4.0,0
219.04,77.0,3.0,0
248.91,56.0,7.0,0
147.77,41.0,6.0,1
204.06,42.0,,1
85.1,6.0,1.0,1
79.91,69.0,1.0,0
103.66,75.0,5.0,0
169.76,73.0,0.0,0
172.14,40.0,6.0,1
82.23,41.0,,1
37.64,9.0,,1
159.94,8.0,7.0,0
36.44,44.0,2.0,0
146.73,58.0,,0
174.89,67.0,0.0,0
176.65,13.0,2.0,0
189.6,19.0,5.0,0
218.85,49.0,8.0,0
127.49,78.0,4.0,0
183.91,30.0,4.0,0
156.7,66.0,8.0,0
50.73,77.0,8.0,1
11.29,59.0,5.0,0
74.71,53.0,4.0,1
113.54,52.0,9.0,0
156.19,31.0,1.0,1
213.24,15.0,7.0,0
53.08,20.0,7.0,0
35.76,5.0,6.0,1
241.05,7.0,7.0,1
31.47,18.0,2.0,0
122.23,56.0,,0
148.46,75.0,1.0,1
137.64,45.0,0.0,0
26.08,28.0,2.0,0
18.97,50.0,,1
30.84,2.0,6.0,1
148.47,68.0,9.0,0
138.36,77.0,8.0,1
62.27,24.0,,0
161.25,48.0,7.0,0
205.92,45.0,0.0,1
15.19,58.0,2.0,0
127.04,36.0,3.0,0
173.88,2.0,7.0,1
66.82,18.0,0.0,0
80.4,49.0,1.0,1
155.34,8.0,4.0,0
224.99,58.0,,0
203.43,15.0,4.0,1
147.87,17.0,,1
183.9,23.0,9.0,1
94.38,66.0,6.0,1
162.04,70.0,0.0,0
119.21,27.0,1.0,0
51.53,37.0,,0
176.93,49.0,3.0,0
141.33,64.0,7.0,0
92.86,34.0,8.0,0
228.28,18.0,6.0,1
10.13,64.0,0.0,0
82.36,74.0,4.0,1
18.94,44.0,5.0,0
192.8,17.0,7.0,0
177.02,59.0,9.0,1
86.18,13.0,7.0,0
170.54,52.0,8.0,0
102.0,60.0,8.0,0
190.28,42.0,3.0,0
116.27,64.0,5.0,1
106.01,66.0,2.0,1
234.01,34.0,0.0,0
66.47,71.0,5.0,0
34.51,64.0,0.0,0
148.21,33.0,,0
242.48,12.0,5.0,0
97.57,76.0,0.0,0
20.2,19.0,2.0,0
88.13,9.0,,0
128.95,74.0,1.0,0
44.67,17.0,,0
166.24,50.0,,1
249.45,39.0,0.0,1
115.68,41.0,9.0,0
91.91,10.0,4.0,0
103.17,12.0,5.0,0
33.21,79.0,,0
221.4,15.0,5.0,0
106.63,28.0,4.0,1
99.88,4.0,6.0,0
166.62,36.0,3.0,0
113.3,65.0,,1
163.82,47.0,1.0,0
20.05,39.0,5.0,0
204.36,38.0,9.0,1
235.42,44.0,,0
163.95,51.0,4.0,1
238.87,26.0,3.0,1
42.1,36.0,6.0,1
121.97,69.0,3.0,0
152.44,1.0,6.0,0
147.53,53.0,,0
103.36,6.0,6.0,1
87.83,37.0,,1
36.07,2.0,0.0,0
100.98,69.0,4.0,1
44.85,41.0,6.0,0
184.92,51.0,0.0,0
56.16,47.0,7.0,0
19.35,13.0,2.0,0
140.33,76.0,6.0,1
150.83,69.0,2.0,0
218.62,66.0,3.0,1
146.36,59.0,,1
89.64,68.0,,1
201.74,59.0,5.0,0
137.37,10.0,9.0,1
24.42,,8.0,0
143.63,,9.0,1
227.46,15.0,,0
102.1,46.0,4.0,1
77.6,57.0,,1
40.15,10.0,5.0,1
42.1,22.0,,1
111.03,79.0,5.0,0
150.94,77.0,,0
24.75,8.0,4.0,0
235.19,21.0,6.0,0
190.01,22.0,9.0,0
148.72,45.0,2.0,0
207.97,40.0,8.0,1
24.65,22.0,0.0,1
121.83,30.0,7.0,0
159.37,62.0,4.0,0
208.02,73.0,9.0,0
196.95,45.0,,0
72.88,35.0,1.0,1
235.52,42.0,0.0,0
35.46,5.0,,1
219.41,27.0,6.0,0
242.88,70.0,,1
48.4,62.0,8.0,1
181.91,32.0,4.0,1
14.87,8.0,3.0,0
104.33,18.0,3.0,0
131.49,78.0,7.0,0
147.26,15.0,0.0,0
234.3,26.0,0.0,0
169.7,53.0,7.0,1
122.91,44.0,1.0,1
203.37,32.0,9.0,0
237.88,28.0,5.0,1
10.41,39.0,1.0,0
245.72,32.0,4.0,0
26.1,77.0,2.0,1
204.52,79.0,6.0,1
73.68,18.0,8.0,0
37.38,70.0,1.0,1
112.76,11.0,6.0,1
162.77,32.0,7.0,0
98.33,20.0,,1
18.37,40.0,7.0,0
151.87,8.0,6.0,0
226.09,35.0,3.0,0
98.89,69.0,3.0,0
58.0,,9.0,0
113.43,21.0,8.0,0
16.85,24.0,9.0,0
206.02,17.0,8.0,0
207.45,18.0,4.0,0
149.06,12.0,6.0,1
91.51,16.0,6.0,0
200.95,4.0,8.0,0
140.9,34.0,6.0,0
207.35,46.0,7.0,0
159.71,75.0,6.0,1
197.18,77.0,3.0,1
151.65,31.0,1.0,1
106.46,25.0,2.0,0
239.7,74.0,6.0,0
137.57,24.0,8.0,0
153.25,65.0,1.0,0
59.02,25.0,6.0,1
158.28,28.0,3.0,1
145.04,36.0,,0
50.29,,4.0,0
19.6,66.0,6.0,0
153.07,67.0,5.0,1
192.1,72.0,1.0,0
133.23,48.0,6.0,0
60.56,70.0,4.0,1
168.3,78.0,8.0,1
24.63,67.0,0.0,0
113.25,48.0,0.0,0
45.02,65.0,1.0,1
50.19,44.0,7.0,0
54.56,63.0,8.0,1
99.74,46.0,,0
17.53,,0.0,1
102.46,64.0,6.0,1
130.37,,,1
123.41,71.0,6.0,0
98.78,50.0,,0
210.59,63.0,6.0,0
40.61,41.0,,1
128.9,7.0,1.0,0
20.2,9.0,,0
22.43,4.0,1.0,0
145.6,49.0,1.0,1
143.67,76.0,4.0,1
220.12,6.0,,1
141.68,21.0,5.0,0
240.15,15.0,8.0,1
16.93,,5.0,0
29.01,66.0,,1
15.8,56.0,0.0,0
50.39,68.0,7.0,0
137.61,32.0,2.0,0
163.17,66.0,1.0,0
16.17,29.0,6.0,0
236.76,,1.0,0
211.33,34.0,0.0,0
77.67,27.0,1.0,0
23.91,60.0,5.0,0
46.62,39.0,,1
36.1,44.0,0.0,1
35.2,36.0,0.0,1
132.05,19.0,,1
65.23,45.0,7.0,1
92.74,21.0,5.0,1
247.43,23.0,,1
172.66,27.0,,0
237.5,72.0,,0
39.93,19.0,8.0,0
98.62,41.0,3.0,1
140.91,26.0,5.0,1
23.81,28.0,9.0,0
6.03,64.0,,0
169.26,68.0,6.0,0
162.25,51.0,6.0,1
105.64,74.0,,0
124.96,,7.0,0
106.78,10.0,4.0,0
10.88,73.0,8.0,0
87.17,39.0,7.0,1
48.39,19.0,2.0,1
29.11,64.0,0.0,0
239.4,19.0,,0
151.84,76.0,1.0,0
183.52,62.0,1.0,0
82.26,13.0,3.0,0
101.32,25.0,1.0,0
63.05,42.0,7.0,1
28.76,39.0,4.0,0
48.86,30.0,0.0,1
200.39,,,0
171.0,18.0,6.0,0
139.0,21.0,0.0,1
121.4,50.0,2.0,1
231.0,6.0,8.0,0
22.82,50.0,6.0,1
73.75,66.0,3.0,0
90.73,1.0,5.0,0
196.69,57.0,5.0,1
248.17,30.0,2.0,0
63.96,58.0,1.0,0
219.21,52.0,4.0,1
208.5,37.0,7.0,0
60.04,48.0,2.0,0
102.84,1.0,4.0,0
105.37,19.0,2.0,0
244.66,46.0,6.0,0
49.32,67.0,5.0,1
200.79,2.0,5.0,0
86.88,,,0
184.06,17.0,1.0,1
107.9,79.0,5.0,1
146.7,22.0,7.0,1
208.99,27.0,4.0,0
202.02,55.0,1.0,1
217.27,32.0,4.0,0
19.61,60.0,8.0,0
174.55,28.0,5.0,1
39.3,28.0,4.0,0
106.88,74.0,9.0,1
139.4,25.0,5.0,0
103.67,78.0,8.0,1
132.3,26.0,6.0,0
249.15,75.0,9.0,1
38.13,,2.0,1
170.49,17.0,9.0,0
102.02,7.0,,0
37.59,56.0,,1
43.89,,3.0,0
237.57,20.0,4.0,0
220.5,,7.0,1
227.23,75.0,5.0,0
247.93,,3.0,0
56.04,16.0,,1
92.08,51.0,,0
168.96,27.0,7.0,1
123.53,51.0,4.0,1
107.51,75.0,,0
92.66,16.0,5.0,0
150.48,60.0,,1
146.02,76.0,2.0,1
44.56,40.0,6.0,0
120.58,67.0,7.0,0
140.6,2.0,5.0,0
144.72,48.0,2.0,1
56.48,52.0,0.0,1
186.86,24.0,2.0,0
11.17,78.0,5.0,1
91.93,2.0,,1
196.15,,0.0,0
143.15,20.0,5.0,1
68.98,34.0,0.0,1
175.26,41.0,,1
144.01,41.0,2.0,0
200.08,75.0,2.0,0
185.08,23.0,0.0,1
154.48,38.0,2.0,0
124.6,44.0,6.0,0
37.63,67.0,9.0,0
69.03,62.0,7.0,0
107.68,12.0,7.0,0
151.83,30.0,2.0,1
130.86,65.0,4.0,0
75.61,41.0,0.0,1
6.58,20.0,,0
126.58,6.0,7.0,0
74.98,75.0,9.0,0
184.98,4.0,,1
10.87,10.0,9.0,0
148.28,51.0,0.0,0
235.66,38.0,3.0,1
47.73,1.0,8.0,0
120.55,,7.0,1
27.4,63.0,2.0,0
158.29,33.0,9.0,1
139.88,15.0,5.0,0
104.8,31.0,,1
132.74,21.0,9.0,1
224.66,3.0,7.0,0
53.09,,9.0,0
10.53,35.0,4.0,0
216.11,41.0,,1
146.39,59.0,8.0,0
223.21,16.0,2.0,0
151.25,56.0,7.0,0
203.49,45.0,,1
110.27,59.0,9.0,0
188.72,50.0,,0
228.7,12.0,9.0,1
145.17,12.0,,1
49.29,33.0,6.0,0
70.86,49.0,4.0,0
53.67,21.0,0.0,0
65.48,60.0,7.0,0
80.07,52.0,4.0,0
141.01,54.0,2.0,0
149.06,39.0,1.0,1
109.49,49.0,2.0,1
155.78,64.0,8.0,1
24.99,26.0,1.0,0
26.51,71.0,9.0,1
47.1,7.0,,0
131.93,72.0,1.0,0
57.43,62.0,1.0,0
74.4,24.0,,0
103.08,40.0,0.0,0
203.91,76.0,9.0,0
8.4,47.0,7.0,0
164.1,8.0,1.0,0
168.87,54.0,5.0,0
200.67,9.0,4.0,1
233.52,3.0,1.0,1
9.93,54.0,,1
42.68,21.0,0.0,1
222.11,48.0,5.0,1
117.34,47.0,,1
143.32,68.0,2.0,1
167.44,,7.0,1
171.37,16.0,8.0,1
233.28,74.0,2.0,0
249.25,5.0,8.0,1
181.44,11.0,7.0,1
75.37,29.0,4.0,0
220.54,79.0,5.0,0
17.06,70.0,0.0,0
61.61,48.0,4.0,1
224.86,15.0,9.0,1
67.77,34.0,9.0,0
59.06,60.0,,0
38.84,62.0,0.0,1
215.48,,9.0,1
127.51,19.0,,0
170.35,49.0,,1
63.57,78.0,3.0,0
190.72,28.0,,0
191.2,48.0,9.0,1
81.59,37.0,,1
105.62,74.0,5.0,0
56.37,49.0,,0
244.26,48.0,8.0,0
163.17,,5.0,1
233.96,29.0,1.0,1
79.33,60.0,9.0,0
196.56,29.0,1.0,0
192.64,58.0,0.0,0
174.46,48.0,4.0,1
241.58,23.0,9.0,0
101.42,27.0,5.0,0
37.03,7.0,2.0,1
169.57,49.0,3.0,0
183.68,,4.0,0
145.89,68.0,3.0,0
55.67,78.0,8.0,1
128.59,42.0,2.0,1
81.49,74.0,,0
109.73,,,0
163.08,44.0,6.0,0
187.58,26.0,5.0,0
61.9,23.0,8.0,0
104.3,73.0,6.0,0
70.94,8.0,3.0,1
53.66,53.0,9.0,1
196.93,,8.0,1
227.77,71.0,5.0,1
95.71,7.0,0.0,1
189.06,9.0,8.0,1
224.76,3.0,6.0,1
212.3,78.0,,0
49.79,17.0,5.0,0
239.29,44.0,3.0,0
97.29,46.0,3.0,1
88.11,58.0,2.0,0
20.3,28.0,7.0,0
124.11,14.0,7.0,1
31.71,9.0,1.0,0
65.89,26.0,4.0,1
82.65,2.0,8.0,0
203.16,75.0,8.0,1
219.49,34.0,6.0,1
79.1,19.0,3.0,1
215.38,39.0,3.0,0
215.02,13.0,,1
192.34,5.0,6.0,0
40.94,50.0,2.0,0
174.13,23.0,,0
236.53,29.0,4.0,0
172.22,72.0,5.0,0
86.25,26.0,7.0,0
127.64,79.0,0.0,0
163.2,57.0,6.0,0
130.09,1.0,7.0,0
34.39,28.0,4.0,0
81.46,62.0,,1
201.59,47.0,1.0,0
216.05,78.0,3.0,0
38.64,59.0,,1
238.33,31.0,,0
85.56,70.0,1.0,0
167.27,49.0,3.0,0
189.2,5.0,9.0,1
203.93,31.0,,1
236.71,,7.0,0
81.67,79.0,7.0,0
215.33,15.0,1.0,0
37.26,52.0,5.0,0
177.74,69.0,,0
186.78,11.0,4.0,1
171.04,,,0
66.82,70.0,9.0,0
218.9,23.0,1.0,0
46.37,40.0,,1
18.14,63.0,6.0,0
180.78,2.0,8.0,1
121.49,79.0,2.0,1
213.03,73.0,6.0,1
98.93,47.0,2.0,0
46.23,30.0,5.0,0
209.93,16.0,2.0,1
139.48,59.0,0.0,1
51.35,47.0,5.0,0
181.49,30.0,2.0,0
130.22,9.0,0.0,0
153.06,65.0,4.0,0
117.92,59.0,7.0,1
208.03,64.0,,1
208.24,8.0,7.0,0
178.8,52.0,2.0,0
30.82,18.0,7.0,1
210.52,58.0,3.0,0
169.4,49.0,7.0,0
175.77,32.0,2.0,0
93.93,48.0,2.0,0
220.42,45.0,0.0,1
182.72,54.0,7.0,0
32.58,46.0,7.0,0
104.91,31.0,8.0,0
222.16,37.0,5.0,1
16.56,16.0,,0
240.55,46.0,0.0,1
171.39,46.0,7.0,0
159.69,78.0,9.0,0
71.29,61.0,3.0,0
65.95,46.0,6.0,1
235.8,51.0,9.0,0
78.08,62.0,3.0,1
195.0,35.0,0.0,1
101.31,42.0,,0
39.12,45.0,9.0,1
7.63,68.0,8.0,0
138.34,75.0,9.0,0
244.07,47.0,8.0,0
95.44,79.0,8.0,1
92.51,30.0,3.0,0
89.3,24.0,8.0,0
132.53,66.0,3.0,0
112.96,43.0,1.0,0
220.58,34.0,9.0,1
128.85,23.0,2.0,0
129.4,61.0,1.0,1
38.9,37.0,0.0,1
245.77,13.0,5.0,1
66.24,71.0,3.0,0
22.97,7.0,6.0,0
167.47,42.0,6.0,0
150.86,38.0,9.0,0
106.71,52.0,0.0,0
108.44,44.0,8.0,0
197.34,64.0,,1
52.95,13.0,9.0,0
205.96,28.0,0.0,0
163.94,1.0,7.0,1
107.65,,4.0,0
117.22,42.0,0.0,0
67.88,50.0,3.0,0
189.27,60.0,6.0,0
130.65,1.0,4.0,0
83.61,51.0,,0
151.03,16.0,3.0,0
248.95,39.0,,0
111.64,15.0,7.0,0
230.57,33.0,1.0,0
89.53,53.0,,0
18.41,17.0,,0
55.04,6.0,6.0,1
107.58,31.0,0.0,1
58.81,69.0,7.0,0
5.06,40.0,8.0,1
229.18,30.0,6.0,1
211.75,69.0,7.0,0
186.86,76.0,3.0,1
46.11,7.0,7.0,0
34.49,13.0,2.0,1
21.56,4.0,0.0,0
182.39,50.0,7.0,0
232.56,3.0,,1
110.48,12.0,8.0,0
34.19,65.0,2.0,0
130.54,27.0,7.0,1
90.46,50.0,8.0,0
96.83,77.0,8.0,1
157.23,17.0,6.0,0
181.09,72.0,9.0,1
32.1,32.0,2.0,0
13.72,51.0,,0
248.61,17.0,1.0,0
62.02,34.0,,1
18.19,,1.0,0
51.52,24.0,4.0,0
14.54,54.0,0.0,0
100.99,18.0,9.0,0
201.59,50.0,3.0,0
88.6,46.0,9.0,1
113.82,48.0,9.0,0
170.52,33.0,0.0,0
129.68,27.0,9.0,1
216.05,1.0,,1
217.18,59.0,4.0,1
7.43,10.0,9.0,1
195.62,25.0,3.0,0
117.88,57.0,2.0,1
247.27,66.0,8.0,0
123.39,15.0,5.0,1
246.79,28.0,0.0,0
189.87,13.0,7.0,0
65.91,14.0,9.0,1
136.91,66.0,1.0,1
248.07,34.0,8.0,0
215.09,25.0,6.0,0
28.85,54.0,2.0,0
178.06,79.0,3.0,1
89.67,12.0,2.0,0
6.71,9.0,5.0,1
103.85,31.0,,0
62.51,78.0,9.0,0
205.62,53.0,8.0,0
87.65,43.0,,1
207.74,38.0,9.0,1
5.15,42.0,5.0,0
80.42,72.0,0.0,1
64.09,48.0,3.0,1
62.22,67.0,6.0,1
21.71,66.0,3.0,1
50.85,16.0,8.0,1
141.11,16.0,9.0,0
76.38,31.0,4.0,0
107.26,58.0,8.0,1
97.33,28.0,,1
219.6,4.0,3.0,0
226.8,10.0,6.0,1
125.77,51.0,,1
85.89,18.0,,0
31.17,47.0,,0
238.58,32.0,3.0,1
19.76,30.0,3.0,0
77.92,36.0,,0
78.03,9.0,1.0,1
83.5,36.0,,1
45.25,29.0,1.0,0
196.87,16.0,5.0,1
35.01,21.0,8.0,0
160.55,64.0,8.0,0
35.34,66.0,,1
22.28,59.0,3.0,1
227.81,28.0,3.0,0
51.58,55.0,0.0,0
206.21,31.0,9.0,1
138.43,,1.0,1
24.07,60.0,5.0,0
239.08,41.0,,0
65.51,46.0,2.0,0
215.61,49.0,8.0,0
46.36,65.0,2.0,0
214.22,42.0,2.0,0
8.24,23.0,8.0,0
130.39,27.0,2.0,0
193.51,32.0,5.0,0
234.02,3.0,5.0,0
227.75,,0.0,1
205.81,76.0,6.0,0
222.61,79.0,,1
53.81,17.0,8.0,1
74.63,32.0,8.0,0
75.8,7.0,1.0,0
97.38,71.0,0.0,1
101.36,69.0,5.0,0
138.42,58.0,5.0,0
44.17,40.0,,1
174.36,48.0,7.0,0
46.05,51.0,4.0,0
81.03,57.0,6.0,1
128.32,71.0,,0
200.13,37.0,0.0,0
186.17,75.0,,0
163.16,74.0,3.0,1
43.16,55.0,6.0,0
139.03,41.0,3.0,0
26.42,20.0,3.0,0
97.45,33.0,3.0,0
106.31,40.0,5.0,0
14.75,34.0,4.0,0
72.13,62.0,1.0,0
239.13,19.0,,1
238.64,43.0,5.0,1
91.32,69.0,9.0,1
15.56,63.0,5.0,0
48.88,10.0,8.0,0
101.09,13.0,0.0,0
237.21,5.0,,0
39.59,58.0,2.0,0
192.06,59.0,3.0,0
31.63,76.0,0.0,0
245.41,59.0,2.0,0
98.5,77.0,6.0,0
194.93,15.0,5.0,0
88.93,77.0,0.0,1
158.78,1.0,8.0,0
52.04,38.0,3.0,1
40.78,53.0,,1
234.83,52.0,3.0,1
229.82,1.0,6.0,1
222.43,11.0,,0
158.23,58.0,0.0,1
203.03,40.0,3.0,1
21.91,60.0,2.0,0
87.02,44.0,,0
81.86,6.0,5.0,0
160.73,28.0,0.0,0
92.21,31.0,1.0,1
41.38,8.0,1.0,0
151.13,5.0,,0
204.52,54.0,3.0,1
98.62,17.0,8.0,0
37.41,38.0,1.0,1
53.19,9.0,7.0,1
63.18,74.0,0.0,1
78.47,78.0,7.0,1
162.48,14.0,2.0,1
152.23,26.0,,1
175.54,62.0,0.0,0
93.81,25.0,0.0,0
206.88,36.0,5.0,0
55.0,33.0,2.0,1
119.91,3.0,,1
201.23,11.0,3.0,0
49.14,58.0,5.0,1
31.92,64.0,9.0,1
221.5,18.0,8.0,1
89.02,47.0,,0
172.55,44.0,3.0,0
11.21,59.0,9.0,0
174.06,50.0,7.0,0
82.44,69.0,6.0,0
18.66,29.0,4.0,1
154.4,67.0,6.0,0
64.0,,6.0,0
99.77,25.0,,1
24.74,,1.0,0
41.05,40.0,6.0,1
78.0,2.0,2.0,1
26.99,65.0,7.0,0
228.15,62.0,,1
6.48,,8.0,1
123.55,45.0,3.0,0
35.2,49.0,9.0,0
80.38,69.0,,0
231.88,38.0,8.0,0
44.62,4.0,8.0,0
241.63,17.0,1.0,0
55.42,53.0,5.0,1
186.68,53.0,2.0,1
138.94,31.0,4.0,0
221.7,22.0,1.0,0
140.73,11.0,3.0,1
135.97,34.0,2.0,1
52.89,15.0,,0
45.73,10.0,5.0,0
229.54,,2.0,0
85.32,48.0,3.0,0
96.16,31.0,5.0,1
191.16,,,0
88.01,28.0,3.0,0
238.26,31.0,3.0,0
185.79,70.0,,1
151.37,14.0,9.0,0
220.82,16.0,3.0,0
17.15,25.0,7.0,1
67.98,39.0,4.0,1
118.93,66.0,9.0,0
60.61,38.0,9.0,0
187.26,41.0,7.0,1
230.21,40.0,5.0,0
108.82,64.0,9.0,0
88.82,16.0,4.0,0
240.58,77.0,3.0,0
113.99,59.0,9.0,0
124.82,11.0,8.0,1
91.15,1.0,9.0,0
227.84,13.0,,1
144.39,30.0,9.0,1
191.73,69.0,5.0,1
203.89,18.0,6.0,1
88.75,78.0,0.0,1
111.26,13.0,8.0,1
212.88,32.0,7.0,1
94.0,71.0,4.0,0
199.51,72.0,2.0,0
235.54,50.0,4.0,0
157.69,71.0,4.0,1
186.7,31.0,8.0,0
202.25,51.0,6.0,0
212.03,27.0,1.0,0
101.79,60.0,4.0,1
17.56,33.0,8.0,1
103.46,53.0,,1
170.07,72.0,7.0,0
115.34,33.0,2.0,0
188.5,41.0,3.0,0
92.46,19.0,1.0,0
160.51,41.0,8.0,0
50.67,42.0,5.0,0
188.6,23.0,8.0,1
138.7,75.0,7.0,0
55.0,33.0,8.0,0
76.52,20.0,4.0,1
188.41,25.0,5.0,0
123.24,52.0,6.0,0
57.93,12.0,4.0,0
241.98,32.0,,0
180.21,33.0,8.0,1
239.5,,,0
109.64,68.0,6.0,1
121.4,15.0,7.0,1
225.0,51.0,7.0,0
133.64,6.0,0.0,0
178.28,69.0,,1
66.78,69.0,6.0,0
114.45,,,0
35.25,34.0,2.0,1
55.47,63.0,7.0,0
5.23,68.0,7.0,1
14.62,18.0,8.0,0
244.43,26.0,7.0,0
64.38,61.0,4.0,1
167.51,78.0,4.0,0
210.58,74.0,2.0,0
139.91,,5.0,1
42.52,72.0,9.0,0
183.39,31.0,2.0,0
152.06,34.0,1.0,0
184.16,7.0,6.0,0
193.59,7.0,9.0,1
243.98,47.0,,0
145.52,8.0,3.0,1
88.7,78.0,9.0,0
163.87,1.0,7.0,1
21.77,77.0,0.0,0
224.86,3.0,8.0,1
34.25,53.0,5.0,1
85.32,38.0,1.0,0
204.86,51.0,2.0,0
151.34,15.0,4.0,0
101.44,67.0,5.0,1
120.99,64.0,8.0,1
214.36,,1.0,1
88.3,5.0,4.0,1
218.06,10.0,6.0,0
26.59,8.0,6.0,0
195.32,12.0,,1
212.65,64.0,,0
49.55,59.0,7.0,0
110.43,67.0,1.0,0
45.55,50.0,4.0,0
178.12,23.0,9.0,0
136.16,40.0,4.0,1
160.65,78.0,0.0,0
53.14,77.0,6.0,0
56.88,,3.0,0
15.17,18.0,,1
83.91,21.0,1.0,0
142.14,1.0,7.0,0
215.19,38.0,3.0,1
168.4,41.0,,0
111.67,42.0,7.0,0
238.51,9.0,6.0,0
181.22,23.0,,0
232.89,78.0,,0
134.26,11.0,6.0,1
68.43,71.0,1.0,0
17.94,31.0,4.0,1
182.89,26.0,6.0,1
34.72,30.0,5.0,0
79.18,34.0,9.0,0
135.46,46.0,6.0,1
143.28,69.0,,0
152.14,5.0,6.0,1
45.73,61.0,,1
98.04,38.0,6.0,0
156.21,28.0,7.0,0
242.61,26.0,,0
183.27,61.0,7.0,0
231.04,23.0,4.0,0
191.74,46.0,6.0,1
149.97,30.0,7.0,0
52.05,67.0,,1
168.34,33.0,1.0,0
157.73,3.0,6.0,1
152.6,69.0,0.0,1
125.0,42.0,1.0,1
134.52,62.0,9.0,0
86.94,58.0,6.0,0
132.23,57.0,9.0,0
53.4,1.0,0.0,0
202.27,73.0,6.0,1
50.52,60.0,,0
25.82,69.0,2.0,1
111.88,59.0,1.0,1
166.29,46.0,6.0,0
112.24,34.0,8.0,0
72.8,25.0,8.0,0
141.75,42.0,,0
90.02,29.0,9.0,1
233.55,25.0,7.0,1
231.05,54.0,1.0,0
128.08,73.0,0.0,0
85.33,67.0,7.0,0
185.6,15.0,1.0,0
13.99,4.0,3.0,0
121.32,38.0,,1
87.4,20.0,1.0,0
230.53,23.0,3.0,0
7.94,37.0,6.0,0
140.44,62.0,5.0,1
186.46,,9.0,0
123.83,37.0,,0
25.92,45.0,,0
243.25,33.0,1.0,0
131.91,7.0,4.0,0
155.48,22.0,,1
62.97,5.0,2.0,0
123.46,15.0,,0
110.14,21.0,4.0,0
23.35,17.0,1.0,0
31.01,56.0,5.0,0
210.18,50.0,5.0,1
63.76,7.0,7.0,1
52.76,50.0,1.0,0
128.7,60.0,7.0,1
193.34,7.0,7.0,0
20.18,40.0,3.0,0
146.32,45.0,6.0,0
34.21,59.0,,1
13.93,75.0,0.0,1
17.92,55.0,0.0,1
209.37,64.0,7.0,0
33.9,65.0,,0
16.06,54.0,,0
112.29,40.0,5.0,1
211.78,53.0,7.0,0
69.29,44.0,4.0,0
108.32,63.0,,1
14.78,2.0,3.0,1
115.02,79.0,3.0,1
146.52,21.0,6.0,0
144.87,50.0,5.0,1
86.44,52.0,7.0,1
82.31,9.0,5.0,1
31.12,20.0,9.0,1
94.87,18.0,6.0,1
29.38,30.0,9.0,0
192.82,65.0,,0
241.74,24.0,4.0,1
242.67,47.0,5.0,0
216.94,44.0,0.0,0
152.19,29.0,2.0,1
176.71,77.0,7.0,0
74.88,68.0,2.0,0
159.54,17.0,0.0,0
116.63,5.0,,0
123.09,50.0,3.0,1
190.66,40.0,7.0,1
74.07,46.0,8.0,1
82.92,51.0,3.0,1
231.54,11.0,6.0,0
18.77,12.0,0.0,0
123.98,13.0,8.0,1
228.64,64.0,3.0,1
154.54,8.0,8.0,0
138.87,65.0,2.0,1
66.19,9.0,4.0,1
89.1,2.0,0.0,0
213.75,78.0,,0
142.01,13.0,4.0,0
131.11,2.0,5.0,0
29.4,68.0,7.0,1
8.93,76.0,0.0,1
241.1,48.0,2.0,1
97.36,74.0,0.0,1
152.79,3.0,4.0,1
24.53,68.0,7.0,0
172.36,6.0,3.0,1
233.48,5.0,,1
146.04,3.0,5.0,1
35.9,10.0,5.0,0
147.52,43.0,4.0,0
192.76,19.0,,0
104.57,,4.0,1
220.56,21.0,6.0,0
163.93,43.0,7.0,0
225.32,28.0,6.0,1
157.76,,0.0,0
37.17,36.0,0.0,0
80.87,24.0,,1
54.44,54.0,5.0,0
227.66,38.0,2.0,0
191.3,17.0,,0
170.72,22.0,6.0,0
78.74,45.0,,0
50.09,74.0,2.0,1
190.33,61.0,,0
121.17,11.0,0.0,0
60.32,61.0,4.0,0
156.07,38.0,,0
14.88,66.0,0.0,0
84.91,33.0,8.0,0
119.8,,6.0,0
41.25,31.0,4.0,0
246.24,35.0,5.0,0
56.23,37.0,2.0,0
36.94,47.0,2.0,1
54.87,23.0,,0
193.42,36.0,6.0,0
109.25,40.0,6.0,0
143.53,,1.0,0
10.15,37.0,1.0,0
13.44,4.0,4.0,0
114.23,22.0,3.0,1
205.08,22.0,6.0,1
221.88,78.0,2.0,0
26.24,78.0,4.0,0
136.9,17.0,1.0,0
228.74,,0.0,1
100.05,38.0,8.0,0
208.24,24.0,,0
37.76,6.0,7.0,0
234.17,68.0,6.0,1
189.1,6.0,0.0,0
235.63,26.0,9.0,0
170.77,41.0,6.0,1
94.03,75.0,1.0,0
234.85,38.0,2.0,0
72.51,43.0,0.0,1
86.38,53.0,6.0,1
176.7,15.0,2.0,1
192.5,56.0,5.0,0
232.7,56.0,6.0,1
55.18,31.0,2.0,1
200.51,57.0,1.0,0
185.94,51.0,8.0,0
20.63,24.0,8.0,1
99.87,58.0,6.0,0
74.28,,4.0,0
79.6,4.0,3.0,0
245.82,10.0,,0
162.48,63.0,,1
180.83,73.0,3.0,0
244.27,15.0,6.0,0
97.41,63.0,4.0,1
201.45,19.0,8.0,1
111.46,63.0,3.0,1
218.04,56.0,2.0,0
